,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
212,DEVA11,Títulos e Val. Mob.,"R$ 99,70",33796.0,"R$ 1,60","1,60%","4,34%","8,02%","15,73%","1,45%","1,34%","1,31%","6,71%","2,36%","4,00%","3,05%","R$ 1.363.604.754,65","R$ 98,06","1,02","1,63%","0,83%","2,47%","8,56%",N/A,N/A,0
213,BLMG11,Logística,"R$ 77,73",10622.0,"R$ 0,80","0,96%","2,84%","5,56%","11,11%","0,95%","0,93%","0,93%","4,59%","-2,22%","-1,28%","-7,58%","R$ 360.918.215,84","R$ 94,71","0,82","0,84%","-2,04%","-1,21%","-3,03%","0,00%","0,00%",4
214,BMLC11,Lajes Corporativas,"R$ 97,05",16.0,"R$ 0,74","0,78%","2,27%","4,61%","8,70%","0,76%","0,77%","0,73%","3,57%","3,37%","4,18%","8,24%","R$ 109.078.796,98","R$ 109,25","0,89","0,58%","-0,01%","0,57%","1,08%","7,00%",N/A,2
215,RBRP11,Outros,"R$ 58,08",20416.0,"R$ 0,45","0,71%","2,20%","4,14%","7,55%","0,73%","0,69%","0,63%","3,49%","0,81%","1,53%","-6,64%","R$ 1.000.575.637,38","R$ 82,15","0,71","0,55%","-0,35%","0,20%","1,22%","13,00%","6,00%",17
216,RECR11,Títulos e Val. Mob.,"R$ 99,60",68289.0,"R$ 1,72","1,69%","4,53%","8,19%","14,76%","1,51%","1,36%","1,23%","6,75%","1,98%","3,70%","6,10%","R$ 2.310.672.803,11","R$ 95,25","1,05","1,81%","-0,05%","1,76%","7,19%",N/A,N/A,0
217,GTLG11,,"R$ 99,96",20013.0,"R$ 0,70","0,70%","2,10%","4,21%","0,00%","0,70%","0,70%","0,00%","3,51%","0,00%","0,70%","5,13%","R$ 675.663.743,88","R$ 94,20","1,06","0,74%","-1,52%","-0,79%","-0,28%",N/A,N/A,0
218,DVFF11,Híbrido,"R$ 70,64",76.0,"R$ 0,80","1,14%","3,17%","5,54%","0,00%","1,06%","0,92%","0,00%","4,81%","0,09%","1,23%","-16,45%","R$ 101.357.430,47","R$ 92,06","0,77","0,87%","-0,07%","0,79%","4,20%",N/A,N/A,0
219,ONEF11,Lajes Corporativas,"R$ 159,03",970.0,"R$ 0,92","0,58%","1,75%","3,59%","6,67%","0,58%","0,60%","0,56%","3,59%","0,47%","1,05%","20,18%","R$ 159.240.183,47","R$ 174,80","0,91","0,53%","0,01%","0,54%","2,60%","0,00%",N/A,1
220,MBRF11,Outros,"R$ 524,00",178.0,"R$ 10,00","1,82%","4,56%","8,50%","14,55%","1,52%","1,42%","1,21%","8,50%","-21,64%","-20,22%","-24,74%","R$ 113.735.279,34","R$ 1.118,74","0,47","0,89%","0,02%","0,91%","4,60%","0,00%",N/A,2
221,MGLG11,Logística,"R$ 44,29",2093.0,"R$ 0,60","1,27%","3,60%","6,53%","0,00%","1,20%","1,09%","0,00%","5,92%","-7,85%","-6,68%","-7,74%","R$ 57.395.561,83","R$ 48,19","0,92","1,25%","0,06%","1,31%","-39,40%","0,00%",N/A,3
222,RBRL11,Logística,"R$ 85,00",5516.0,"R$ 0,65","0,74%","2,21%","4,47%","9,05%","0,74%","0,74%","0,75%","3,56%","0,87%","1,62%","-0,61%","R$ 717.331.281,51","R$ 107,27","0,79","0,61%","0,68%","1,29%","3,62%","0,00%","0,00%",6
223,RECT11,Híbrido,"R$ 57,39",12383.0,"R$ 0,50","0,85%","2,41%","4,66%","8,99%","0,80%","0,78%","0,75%","3,90%","-5,45%","-4,64%","-12,35%","R$ 789.124.446,38","R$ 96,48","0,59","0,52%","-0,35%","0,17%","1,39%","15,10%",N/A,8
224,RELG11,Híbrido,"R$ 75,10",2892.0,"R$ 0,97","1,26%","3,42%","6,17%","11,67%","1,14%","1,03%","0,97%","5,17%","3,62%","4,93%","0,60%","R$ 160.923.032,64","R$ 120,58","0,62","0,80%","-0,39%","0,41%","2,40%","10,40%","10,40%",3
225,FLCR11,Títulos e Val. Mob.,"R$ 99,98",1502.0,"R$ 1,75","1,75%","4,72%","8,93%","15,24%","1,57%","1,49%","1,27%","7,21%","1,52%","3,30%","7,91%","R$ 65.942.593,31","R$ 104,08","0,96","1,68%","3,04%","4,78%","7,99%",N/A,N/A,0
226,ERPA11,,"R$ 120,00",1789.0,"R$ 0,28","0,22%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,46%","-0,30%","-0,08%","0,16%","R$ 57.806.170,89","R$ 115,40","1,04","0,20%","0,24%","0,43%","0,43%",N/A,N/A,0
227,RCRB11,Lajes Corporativas,"R$ 127,25",2297.0,"R$ 0,72","0,56%","1,48%","2,76%","6,45%","0,49%","0,46%","0,54%","2,76%","2,90%","3,48%","1,86%","R$ 719.897.351,60","R$ 195,06","0,65","0,31%","0,07%","0,38%","0,65%","28,40%",N/A,10
228,BLCA11,Lajes Corporativas,"R$ 95,00",10.0,"R$ 0,51","0,51%","1,54%","2,05%","0,00%","0,51%","0,34%","0,00%","2,05%","-0,52%","-0,01%","2,58%","R$ 153.292.044,08","R$ 95,81","0,99","0,53%","-1,68%","-1,16%","-9,51%","0,00%",N/A,1
229,CPFF11,Híbrido,"R$ 68,58",21731.0,"R$ 0,62","0,88%","2,57%","5,32%","10,45%","0,86%","0,89%","0,87%","4,45%","-1,14%","-0,27%","2,46%","R$ 421.166.070,61","R$ 77,28","0,89","0,78%","-0,84%","-0,07%","0,84%",N/A,N/A,0
230,RVBI11,Títulos e Val. Mob.,"R$ 74,10",2311.0,"R$ 0,75","0,98%","2,89%","5,66%","10,88%","0,96%","0,94%","0,91%","4,76%","-0,84%","0,13%","-0,90%","R$ 126.004.830,90","R$ 87,50","0,85","0,86%","0,00%","0,86%","4,10%",N/A,N/A,0
231,GAME11,Híbrido,"R$ 10,05",15367.0,"R$ 0,15","1,49%","4,13%","7,33%","0,00%","1,38%","1,22%","0,00%","6,29%","-0,69%","0,79%","-1,98%","R$ 203.773.668,14","R$ 9,89","1,02","1,52%","0,12%","1,64%","-98,91%",N/A,N/A,0
232,IBCR11,Títulos e Val. Mob.,"R$ 92,25",670.0,"R$ 1,32","1,39%","4,14%","8,78%","0,00%","1,38%","1,46%","0,00%","7,23%","-3,06%","-1,71%","5,29%","R$ 78.895.736,60","R$ 98,26","0,94","1,24%","0,48%","1,72%","6,62%",N/A,N/A,0
233,RBRY11,Títulos e Val. Mob.,"R$ 100,45",8854.0,"R$ 1,25","1,22%","3,64%","7,09%","12,58%","1,21%","1,18%","1,05%","5,82%","-2,05%","-0,86%","1,56%","R$ 401.515.245,72","R$ 102,43","0,98","1,22%","-0,88%","0,33%","2,29%",N/A,N/A,0
234,RBRF11,Títulos e Val. Mob.,"R$ 67,77",56445.0,"R$ 0,60","0,83%","2,46%","4,94%","9,65%","0,82%","0,82%","0,80%","4,13%","1,24%","2,08%","4,29%","R$ 1.149.405.774,49","R$ 84,02","0,81","0,71%","-1,84%","-1,14%","-0,44%",N/A,N/A,0
235,RBRR11,Títulos e Val. Mob.,"R$ 100,80",46870.0,"R$ 1,20","1,19%","3,52%","6,74%","12,07%","1,17%","1,12%","1,01%","5,66%","-2,56%","-1,40%","3,58%","R$ 1.046.711.585,04","R$ 96,56","1,04","1,24%","-2,21%","-0,99%","1,34%",N/A,N/A,0
236,IRDM11,Títulos e Val. Mob.,"R$ 101,91",82348.0,"R$ 1,35","1,28%","3,53%","6,97%","12,95%","1,18%","1,16%","1,08%","5,65%","-0,28%","0,99%","1,64%","R$ 3.202.717.504,66","R$ 96,92","1,05","1,22%","-0,19%","1,03%","2,16%",N/A,N/A,0
237,IBFF11,Títulos e Val. Mob.,"R$ 61,05",2036.0,"R$ 0,50","0,80%","2,51%","5,05%","9,84%","0,84%","0,84%","0,82%","4,22%","6,39%","7,25%","9,72%","R$ 48.361.846,89","R$ 72,54","0,84","0,69%","-1,95%","-1,28%","-0,61%",N/A,N/A,0
238,IRIM11,Híbrido,"R$ 102,32",2176.0,"R$ 1,45","1,40%","3,79%","8,04%","0,00%","1,26%","1,34%","0,00%","6,72%","-5,23%","-3,91%","0,30%","R$ 130.503.385,72","R$ 100,39","1,02","1,14%","-0,40%","0,73%","2,13%",N/A,N/A,0
239,CVBI11,Títulos e Val. Mob.,"R$ 98,84",49534.0,"R$ 1,50","1,48%","4,04%","7,34%","13,51%","1,35%","1,22%","1,13%","6,24%","0,21%","1,69%","5,91%","R$ 1.052.112.121,61","R$ 100,05","0,99","1,50%","0,22%","1,72%","6,64%",N/A,N/A,0
240,VGIP11,Outros,"R$ 98,70",31207.0,"R$ 1,75","1,75%","4,64%","8,70%","15,87%","1,55%","1,45%","1,32%","7,10%","0,81%","2,57%","6,59%","R$ 1.095.538.563,59","R$ 92,91","1,06","1,88%","-0,69%","1,18%","5,09%",N/A,N/A,0
241,VGIA11,Títulos e Val. Mob.,"R$ 9,99",281790.0,"R$ 0,15","1,35%","4,14%","0,00%","0,00%","1,38%","0,00%","0,00%","6,70%","3,53%","4,93%","12,33%","R$ 95.747.517,22","R$ 9,51","1,05","1,58%","0,07%","1,65%","3,04%",N/A,N/A,0
242,VGIR11,Títulos e Val. Mob.,"R$ 97,93",28398.0,"R$ 1,30","1,31%","3,69%","6,88%","11,17%","1,23%","1,15%","0,93%","5,96%","-0,97%","0,33%","3,37%","R$ 729.972.953,61","R$ 96,42","1,02","1,35%","-0,19%","1,15%","4,42%",N/A,N/A,0
243,MGHT11,Hotel,"R$ 70,91",574.0,"R$ 0,80","1,20%","3,18%","5,92%","10,37%","1,06%","0,99%","0,86%","5,03%","-15,97%","-14,96%","-20,63%","R$ 129.777.732,57","R$ 98,78","0,72","0,81%","0,18%","0,99%","1,81%",N/A,N/A,0
244,MCHF11,Títulos e Val. Mob.,"R$ 9,37",132195.0,"R$ 0,11","1,15%","3,35%","6,70%","0,00%","1,12%","1,12%","0,00%","5,51%","-3,52%","-2,42%","-0,20%","R$ 315.930.781,84","R$ 9,78","0,96","1,12%","-4,38%","-3,30%","-2,26%",N/A,N/A,0
245,TRNT11,Lajes Corporativas,"R$ 112,07",94.0,"R$ 0,40","0,34%","1,10%","2,35%","4,27%","0,37%","0,39%","0,36%","1,80%","8,35%","8,72%","10,47%","R$ 796.806.635,95","R$ 202,46","0,55","0,19%","0,01%","0,20%","0,39%","49,90%",N/A,1
246,MCCI11,Títulos e Val. Mob.,"R$ 98,05",31481.0,"R$ 1,10","1,12%","3,11%","6,06%","11,95%","1,04%","1,01%","1,00%","5,09%","-1,59%","-0,49%","2,11%","R$ 1.210.958.902,24","R$ 97,52","1,01","1,03%","0,73%","1,76%","2,81%",N/A,N/A,0
247,CPTS11,Títulos e Val. Mob.,"R$ 90,60",84932.0,"R$ 1,12","1,19%","3,49%","6,89%","12,95%","1,16%","1,15%","1,08%","5,76%","0,35%","1,54%","2,61%","R$ 2.612.266.966,14","R$ 93,39","0,97","1,18%","-0,58%","0,59%","1,77%",N/A,N/A,0
248,BRLA11,Híbrido,"R$ 150,00",20300.0,"R$ 1,06","0,70%","2,17%","4,19%","5,50%","0,72%","0,70%","0,46%","3,49%","3,45%","4,18%","3,54%","R$ 285.260.278,84","R$ 159,29","0,94","0,66%","-0,38%","0,28%","0,89%",N/A,N/A,0
249,GCFF11,Títulos e Val. Mob.,"R$ 70,58",613.0,"R$ 0,77","1,04%","3,09%","6,07%","11,25%","1,03%","1,01%","0,94%","5,03%","1,23%","2,28%","-3,36%","R$ 30.096.700,62","R$ 88,89","0,79","0,88%","-2,44%","-1,58%","-0,77%",N/A,N/A,0
250,GCRI11,Títulos e Val. Mob.,"R$ 97,70",1919.0,"R$ 1,55","1,56%","4,55%","8,58%","14,82%","1,52%","1,43%","1,24%","7,19%","-0,39%","1,16%","8,48%","R$ 98.377.736,44","R$ 98,35","0,99","1,50%","-1,03%","0,46%","1,67%",N/A,N/A,0
251,MORE11,Títulos e Val. Mob.,"R$ 65,15",2687.0,"R$ 0,70","1,05%","3,06%","5,83%","10,80%","1,02%","0,97%","0,90%","4,92%","-1,31%","-0,28%","-7,97%","R$ 202.952.841,10","R$ 87,51","0,74","0,80%","-2,21%","-1,43%","-0,66%",N/A,N/A,0
252,BLCP11,Outros,"R$ 85,85",6.0,"R$ 0,50","0,57%","1,75%","3,62%","6,70%","0,58%","0,60%","0,56%","3,00%","1,49%","2,07%","12,41%","R$ 225.875.176,13","R$ 98,37","0,87","0,52%","-0,01%","0,51%","1,03%","6,20%",N/A,2
253,NAVT11,Títulos e Val. Mob.,"R$ 73,47",1870.0,"R$ 0,85","1,14%","3,44%","6,31%","10,78%","1,15%","1,05%","0,90%","5,51%","1,84%","3,00%","7,93%","R$ 95.026.051,40","R$ 90,11","0,82","0,94%","-0,93%","0,00%","0,82%",N/A,N/A,0
254,MGCR11,Títulos e Val. Mob.,"R$ 84,51",1146.0,"R$ 1,15","1,32%","3,80%","7,23%","12,79%","1,27%","1,20%","1,07%","6,09%","-0,88%","0,43%","4,88%","R$ 135.199.801,61","R$ 95,06","0,89","1,05%","-0,02%","1,04%","2,10%",N/A,N/A,0
255,RECX11,Outros,"R$ 76,83",41.0,"R$ 1,00","1,23%","2,97%","6,31%","12,01%","0,99%","1,05%","1,00%","5,18%","1,72%","2,97%","-9,99%","R$ 18.909.897,31","R$ 86,62","0,89","0,92%","-1,55%","-0,64%","0,48%",N/A,N/A,0
256,AFHI11,Títulos e Val. Mob.,"R$ 99,01",6054.0,"R$ 1,40","1,37%","4,03%","7,86%","14,40%","1,34%","1,31%","1,20%","6,58%","2,95%","4,36%","6,95%","R$ 173.824.946,40","R$ 97,24","1,02","1,39%","0,44%","1,83%","3,20%",N/A,N/A,0
257,OUFF11,Títulos e Val. Mob.,"R$ 63,90",8360.0,"R$ 0,75","1,15%","3,28%","6,30%","11,68%","1,09%","1,05%","0,97%","5,36%","0,63%","1,78%","5,49%","R$ 143.370.322,13","R$ 79,02","0,81","0,95%","-0,77%","0,18%","3,67%",N/A,N/A,0
258,OURE11,Títulos e Val. Mob.,"R$ 79,01",1284.0,"R$ 1,10","1,37%","3,66%","6,83%","13,45%","1,22%","1,14%","1,12%","5,50%","0,48%","1,85%","-1,83%","R$ 99.331.744,57","R$ 92,22","0,86","1,19%","-0,42%","0,76%","4,71%",N/A,N/A,0
259,ARCT11,Híbrido,"R$ 107,28",38873.0,"R$ 1,86","1,71%","5,15%","9,60%","16,40%","1,72%","1,60%","1,37%","8,03%","2,79%","4,55%","7,79%","R$ 288.419.391,70","R$ 100,20","1,07","1,64%","0,23%","1,87%","3,40%",N/A,N/A,4
260,RZAK11,Títulos e Val. Mob.,"R$ 96,81",16632.0,"R$ 1,80","1,84%","4,88%","9,04%","14,86%","1,63%","1,51%","1,24%","7,64%","-0,50%","1,33%","10,94%","R$ 282.821.145,09","R$ 94,22","1,03","1,27%","0,35%","1,63%","3,03%",N/A,N/A,0
261,BLMC11,Outros,"R$ 88,05",2052.0,"R$ 1,25","1,36%","3,78%","7,14%","12,99%","1,26%","1,19%","1,08%","6,02%","-4,16%","-2,85%","-0,55%","R$ 39.216.529,56","R$ 98,16","0,90","1,17%","1,29%","2,48%","0,96%",N/A,N/A,0
262,CORM11,Híbrido,"R$ 86,23",19.0,"R$ 0,81","0,94%","2,68%","5,43%","11,56%","0,89%","0,90%","0,96%","4,38%","-6,72%","-5,84%","-5,63%","R$ 92.123.992,72","R$ 90,56","0,95","0,89%","-2,33%","-1,45%","0,21%",N/A,N/A,0
263,AFOF11,Títulos e Val. Mob.,"R$ 88,40",362.0,"R$ 1,08","1,19%","3,53%","6,65%","0,00%","1,18%","1,11%","0,00%","5,67%","2,14%","3,35%","6,84%","R$ 69.242.339,50","R$ 100,18","0,88","1,08%","-2,09%","-1,04%","4,47%",N/A,N/A,0
264,MATV11,Títulos e Val. Mob.,"R$ 99,50",54.0,"R$ 1,40","1,46%","3,92%","7,58%","0,00%","1,31%","1,26%","0,00%","6,37%","-0,92%","0,53%","4,37%","R$ 33.257.502,10","R$ 95,77","1,04","1,36%","-1,92%","-0,59%","0,53%",N/A,N/A,0
265,SNCI11,Títulos e Val. Mob.,"R$ 102,02",17703.0,"R$ 1,40","1,34%","3,95%","7,79%","0,00%","1,32%","1,30%","0,00%","6,64%","0,77%","2,13%","6,67%","R$ 252.128.060,08","R$ 100,85","1,01","1,29%","1,92%","3,24%","5,89%",N/A,N/A,0
266,SNFF11,Títulos e Val. Mob.,"R$ 88,79",4382.0,"R$ 1,30","1,51%","3,02%","5,26%","9,21%","1,01%","0,88%","0,77%","4,55%","3,82%","5,39%","2,14%","R$ 228.274.891,17","R$ 91,31","0,97","0,71%","-1,06%","-0,35%","0,35%",N/A,N/A,0
267,BTLG11,Logística,"R$ 100,20",29541.0,"R$ 0,72","0,71%","2,11%","4,19%","8,22%","0,70%","0,70%","0,69%","3,51%","-0,34%","0,36%","2,94%","R$ 1.504.876.179,16","R$ 98,82","1,01","0,73%","-0,22%","0,51%","1,24%",N/A,"2,00%",16
268,MCHY11,Títulos e Val. Mob.,"R$ 108,51",17.0,"R$ 1,40","1,24%","3,74%","7,18%","0,00%","1,25%","1,20%","0,00%","6,09%","1,80%","3,06%","8,16%","R$ 375.749.035,93","R$ 104,67","1,04","1,24%","2,35%","3,62%","4,94%",N/A,N/A,0
269,XPML11,Shoppings,"R$ 95,45",26559.0,"R$ 0,68","0,70%","2,06%","4,30%","7,63%","0,69%","0,72%","0,64%","3,41%","-0,51%","0,18%","7,04%","R$ 1.892.808.419,44","R$ 101,32","0,94","0,67%","0,01%","0,68%","1,93%","3,90%",N/A,16
270,XPIN11,Outros,"R$ 74,40",7692.0,"R$ 0,61","0,80%","2,30%","4,44%","8,50%","0,77%","0,74%","0,71%","3,77%","-2,59%","-1,81%","-7,53%","R$ 777.640.109,45","R$ 108,75","0,68","0,56%","-0,84%","-0,29%","1,89%","17,30%","12,00%",5
271,FCFL11,Outros,"R$ 116,59",674.0,"R$ 0,82","0,70%","2,12%","4,31%","8,46%","0,71%","0,72%","0,70%","3,58%","-2,17%","-1,49%","5,69%","R$ 364.002.233,06","R$ 104,78","1,11","0,82%","0,02%","0,83%","1,63%","0,00%",N/A,1
272,ALZR11,Logística,"R$ 117,30",16836.0,"R$ 0,78","0,68%","2,01%","3,98%","7,43%","0,67%","0,66%","0,62%","3,33%","-0,73%","-0,06%","2,83%","R$ 642.298.148,70","R$ 108,46","1,08","0,71%","-0,05%","0,67%","1,34%","0,00%",N/A,15
273,ERCR11,Híbrido,"R$ 76.000,00",1.0,"R$ 1,17","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 167.503.350,23","R$ 70.498,04","1,08","0,00%","0,26%","0,26%","2,05%",N/A,N/A,0
274,BPML11,Shoppings,"R$ 63,99",190.0,"R$ 0,15","0,23%","0,95%","2,59%","0,00%","0,32%","0,43%","0,00%","1,49%","-7,36%","-7,14%","1,82%","R$ 577.298.899,56","R$ 134,10","0,48",N/A,N/A,N/A,N/A,"5,80%",N/A,7
275,FLRP11,Shoppings,"R$ 1.400,00",30.0,"R$ 11,00","0,85%","2,39%","4,57%","7,32%","0,80%","0,76%","0,61%","3,88%","0,00%","0,85%","12,60%","R$ 112.155.668,94","R$ 1.719,34","0,81","0,64%","-0,05%","0,59%","2,22%","2,01%",N/A,1
276,BTAL11,Outros,"R$ 94,50",10018.0,"R$ 0,83","0,84%","2,52%","5,07%","9,81%","0,84%","0,84%","0,82%","4,20%","1,77%","2,62%","9,64%","R$ 620.294.632,17","R$ 103,68","0,91","0,80%","0,51%","1,32%","2,10%",N/A,N/A,7
277,MORC11,Títulos e Val. Mob.,"R$ 98,01",3021.0,"R$ 1,50","1,50%","4,44%","8,29%","0,00%","1,48%","1,38%","0,00%","7,04%","-2,25%","-0,77%","6,94%","R$ 78.429.486,55","R$ 100,56","0,97","1,49%","-0,28%","1,21%","2,33%",N/A,N/A,0
278,CCRF11,Títulos e Val. Mob.,"R$ 99,60",4.0,"R$ 0,74","0,74%","3,21%","6,92%","0,00%","1,07%","1,15%","0,00%","5,62%","-0,10%","0,64%","5,74%","R$ 159.364.709,06","R$ 101,38","0,98","1,18%","1,36%","2,56%","4,87%",N/A,N/A,0
279,EQIR11,Títulos e Val. Mob.,"R$ 94,55",19.0,"R$ 1,10","1,13%","3,34%","0,00%","0,00%","1,11%","0,00%","0,00%","5,49%","-2,65%","-1,55%","4,54%","R$ 51.240.359,56","R$ 101,97","0,93","1,08%","0,33%","1,41%","2,46%",N/A,N/A,0
280,CNES11,Lajes Corporativas,"R$ 33,06",341.0,"R$ 0,09","0,27%","0,74%","1,74%","3,59%","0,25%","0,29%","0,30%","1,32%","0,29%","0,56%","4,86%","R$ 255.318.975,59","R$ 86,57","0,38","0,08%","-0,03%","0,05%","0,20%","56,70%",N/A,1
281,BTRA11,Outros,"R$ 84,97",9325.0,"R$ 0,70","0,85%","2,69%","5,48%","0,00%","0,90%","0,91%","0,00%","4,51%","-19,34%","-18,66%","-12,21%","R$ 347.612.245,52","R$ 103,32","0,82","0,91%","0,00%","0,91%","2,67%",N/A,N/A,0
282,EDGA11,Lajes Corporativas,"R$ 17,80",1724.0,"R$ 0,16","0,89%","2,49%","4,14%","7,16%","0,83%","0,69%","0,60%","3,76%","-6,88%","-6,05%","-14,31%","R$ 252.351.519,37","R$ 66,20","0,27","0,26%","-0,06%","0,20%","0,36%","48,81%",N/A,1
